period_days,duration_days,depth,prad_re,steff_K,srad_Rsun,smass_MSun,mission_onehot,log_period,log_duration,log_depth,duration_over_period,stellar_density_catalog,flag_giant_star,flag_implausible_prad,log_prad,rp_over_rstar,a_over_rstar,duration_expected_proxy,duration_anomaly,flag_ultrashort_period,flag_long_period,flag_long_duty,normalized_radius,period_depth_ratio,log_ratio_dur_per,teff_bin_M,teff_bin_K,teff_bin_G,teff_bin_F/A,duration_over_period_sq,logdepth_x_logperiod,true,pred,p1_cand,p2_conf
14.5555096,2.07,725.0,2.03,5176.0,0.738,0.826,0,2.744414890983007,1.1216775615991057,6.587550014824796,0.1422141796935656,2.0549907974228088,0,0,1.1085626195212777,0.0252124424620702,7.579164656504243,0.6113022645660241,3.386207991985013,0,0,1,3.727198450366752,0.0200765649101336,0.1329686415417006,0,1,0,0,0.0202248729059137,18.0789703557805,1,2,0.1247237260765364,0.9523888485869356
1.04347858,2.012,22.5,1.09,6014.0,2.246,1.281,0,0.7146535419511094,1.1026043099376472,3.1570004211501135,1.9281642291457208,0.1130628257935775,0,0,0.7371640659767197,0.0044482787428255,0.4974645338114455,0.667683326247215,3.0134000768127094,0,0,1,0.2160761872742227,0.0463768216553936,1.0743756837152376,0,0,0,1,3.717817294557111,2.2561615329160727,1,0,0.1289502668710457,0.009136959865332608
0.708621057,1.5041,187.5,1.2,5422.0,0.887,0.874,0,0.5356866457844545,0.9179293885426636,5.2390980068880655,2.1225701135633717,1.252391036953742,0,0,0.7884573603642702,0.0124003193867595,0.8567532036477458,0.2632738949426216,5.713039977958419,1,0,1,1.525223381674441,0.0037793122636873,1.1386564170692235,0,0,1,0,4.505303886992425,2.8065148382458887,1,2,0.13004141765957988,0.759374465821508
122.11555,16.07,1104.0,2.96,5592.0,0.894,0.764,0,4.813123345277688,2.837322536806349,7.007600613951853,0.1315966710906459,1.0692523031022825,0,0,1.3762440252663892,0.0303479554054429,25.169452086408423,1.5443551481010565,10.405630864201695,0,0,1,3.7035322438775977,0.1106119110315001,0.1236296186688076,0,0,1,0,0.0173176838421396,33.72844610939392,1,2,0.1313447880737277,0.5436219718818414
3.1764,,,0.9532,4434.0,0.741,0.861,1,1.4294496314338183,,,,2.116154928013239,0,0,0.6694690532053682,0.0117907401894442,2.774208180166285,0.3644567280168411,,0,0,0,1.7359884316003802,,,0,1,0,0,,,1,2,0.13178670201829437,0.8850516146582766
2.494170338,1.1221,863.7,2.42,5569.0,0.829,0.928,0,1.2510959620976725,0.752406164434867,6.762382625966384,0.4498889001345745,1.6288594893129873,0,0,1.229640551074514,0.0267569175283582,2.163938984473196,0.3668857867575441,3.0584366635736497,0,0,1,3.5213214559063624,0.0028877739171291,0.3714869329001299,0,0,1,0,0.2024000224642971,8.460389597505998,1,2,0.13658631350418254,0.7308049160068663
9.011888,4.167,987.6,7.04,5627.0,1.735,1.103,0,2.303773186930849,1.6422922493050476,6.896289800872859,0.4623891838880838,0.211191770911689,0,0,2.084429083190875,0.0371919052811348,2.5789086874009493,1.112319731280383,3.746221645265392,0,0,1,2.338694835537265,0.009125038458637,0.3800715255525986,0,0,1,0,0.2138037573766882,15.887487532555577,1,2,0.13764226480293978,0.8107311757655007
189.961729,12.46,699.9,1.93,5335.0,0.742,0.83,0,5.252073036241785,2.599722324216582,6.552365223506279,0.0655921590101332,2.031726819358003,0,0,1.075002423028976,0.0238412294682389,41.85354828316416,1.4447204150126418,8.624500108133978,0,0,1,3.505489815008219,0.271412671034683,0.0635306624906289,0,0,1,0,0.0043023313236106,34.413500713985705,1,0,0.13880080378362034,0.2814640522875817
113.05980069,19.03,,,,,,0,4.736722878313224,2.997231149677727,,0.1683180026458792,,0,0,,,,,,0,0,1,,,0.1555651098885963,0,0,0,0,0.0283309500146982,,1,0,0.13993963182342115,0.037400702061353285
56.648588,4.534,648.9,2.19,5023.0,0.782,0.821,0,4.054365753787192,1.7109108813647342,6.4768185049003035,0.0800372980163725,1.716809033421709,0,0,1.1600209167967532,0.0256692160964832,17.661725750697602,1.0209533933787118,4.440942738877233,0,0,1,3.581210907158333,0.0872994110423812,0.0769955757401469,0,1,0,0,0.0064059690737616,26.25939113976295,1,2,0.14239122254334705,0.9404274710075905
49.4746966,10.46,291.0,1.62,5952.0,0.928,0.94,0,3.921472153284352,2.4388627112865935,5.676753802268282,0.2114212012889595,1.1762059757489949,0,0,0.9631743177730056,0.0160008216125586,14.226004226727,1.1070064842450211,9.44889727383706,0,0,1,1.8811289095838872,0.1700161383504045,0.1917942168883309,0,0,1,0,0.0446989243544667,22.261231956646135,1,2,0.1428558291266741,0.5015729376141276
12.7143635,3.101,524.8,2.2,5947.0,0.962,1.022,0,2.618443714271438,1.411230846409922,6.264920912295781,0.2438973650629569,1.1479558666637266,0,0,1.1631508098056809,0.0209615239698694,5.7038906480758405,0.7095342198016068,4.370466628657377,0,0,1,2.3772347357217343,0.0242270645037078,0.2182494869446639,0,0,1,0,0.0594859246846533,16.404342783208573,1,2,0.14589919917986294,0.9260325627656547
8.0772455,7.272,79.2,2.61,5684.0,2.032,1.239,0,2.205770787559706,2.1128763177660734,4.384523514872469,0.9003068062860284,0.1476726756285815,0,0,1.2837077723447896,0.0117731330256991,2.127855048823062,1.2082895733523906,6.018419873808918,0,0,1,0.6321104861317138,0.1019854204044085,0.6420153501290351,0,0,1,0,0.8105523454449484,9.671253886474297,1,2,0.1510086866699879,0.8625096099045677
1.925,,0.216,1.07,3067.0,0.236,0.121,1,1.0732944806838198,,0.1955667835439752,,9.204841655423069,0,0,0.7275486072772778,0.0415572697433054,3.243160456962275,0.1889348846771609,,0,0,0,19.21108856850459,8.91195451893964,,1,0,0,0,,0.2099007493828359,1,2,0.15152043340970006,0.8555418352952614
147.661729,6.207,1087.8,1.59,3788.0,0.49,0.52,0,5.001673449795906,1.975052775942304,6.992831451337256,0.0420352653324595,4.419889502762431,0,0,0.9516578757114464,0.0297424188678722,45.8475480605209,1.0251839880991305,6.054517059900427,0,0,0,6.622213151965216,0.135743453510308,0.0411757866476003,1,0,0,0,0.0017669635315702,34.975859409051324,1,2,0.15263043909171664,0.9821843416578213
90.1240507,11.649,3020.3,7.12,6520.0,1.215,1.279,0,4.51222177271626,2.537578160665405,8.013442481322208,0.129255174176773,0.7130852750887435,0,0,2.0943301541735866,0.0537129446408667,17.95866358185573,1.5974109354573305,7.292420784789587,0,0,1,4.823109740649467,0.0298394366918256,0.1215582775007006,0,0,0,1,0.0167069000514679,36.15842963863148,1,2,0.15309417662410052,0.6867183090892919
17.6997392,2.76,752.7,1.96,4807.0,0.742,0.769,0,2.928509577239223,1.324418957401803,6.624994410849424,0.1559344921910209,1.882407137453379,0,0,1.085189268335969,0.0242118185273307,8.385884326030155,0.6718432172436989,4.108095194036419,0,0,1,3.559979293997984,0.0235149982104025,0.1449091009896873,0,1,0,0,0.0243155658548715,19.40135958132886,1,2,0.15353588477412822,0.9771569101098528
1.002591901,1.247,143.2,0.87,4893.0,0.739,0.746,0,0.6944422920409026,0.8095959932031922,4.971201224850849,1.2437750145210735,1.848436076517612,0,0,0.6259384308664953,0.0107907109244078,1.2293740578637324,0.2595910908318659,4.803690266540765,0,0,1,1.5930506370371456,0.007001339992998,0.8081597217253765,0,1,0,0,1.5469762867468966,3.4522123727819656,1,2,0.15363622019490802,0.38701601634367366
1.23935745,1.683,150.9,1.5,5370.0,0.966,0.877,0,0.8061889720382779,0.9869355714434872,5.023222409601727,1.357960644880422,0.9728989447447716,0,0,0.9162907318741552,0.0142327682522656,1.1432819394593212,0.3450585936880813,4.8774183671048945,0,0,1,1.607446549723144,0.0082131042649025,0.857797111933669,0,0,1,0,1.8440571130440515,4.049666510716458,1,2,0.15381410502226445,0.7507821444312401
57.140035,5.684,1567.0,5.78,5936.0,1.46,0.986,0,4.062854497125732,1.8997166107331471,7.357556200910353,0.0994749110763598,0.316824098682031,0,0,1.913977101952304,0.0362869301992207,10.1134536037477,1.7984193295487525,3.160551460973638,0,0,1,2.711576885167534,0.0364646042929615,0.0948327122678947,0,0,1,0,0.0098952579336496,29.892680298723945,1,2,0.15816258977123993,0.9122707539509765
5.42204257,2.952,79.1,1.39,6123.0,1.263,1.066,0,1.8597362244214344,1.374221779885621,4.383275854074314,0.5444441679394324,0.5291111791326165,0,0,0.8712933659434192,0.0100875731251985,2.4962648176866193,0.691388389707718,4.269663439943655,0,0,1,0.8713804798234671,0.0685466805677198,0.4346640837683885,0,0,0,1,0.2964194520032608,8.1517368874538,1,2,0.1596584611609975,0.9521336022476057
